design,treatment,signal_mode,theta,theta_star,theta_relative,rep,join_fraction,join_fraction_valid,n_join,n_agents,n_valid,n_api_error,n_unparseable,api_error_rate,unparseable_rate,coup_success,theoretical_attack,benefit,cost,model
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,5,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,3,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,29,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,25,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,8,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,26,0.48,0.48,12,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,24,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,9,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,6,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,27,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,2,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,14,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,7,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,12,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,14,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,4,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,20,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,15,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.42500000000000004,0.5,-0.07499999999999996,28,0.6,0.6,15,25,25,0,0,0.0,0.0,True,0.5987063256829237,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,12,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,15,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,11,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,0,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,2,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,29,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,1,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,13,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,13,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,27,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,18,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,22,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,7,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,13,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,15,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,22,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,0,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,20,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,17,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5,0.5,0.0,23,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.5,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,6,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,17,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,16,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,14,0.0,0.0,0,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,28,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,18,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,23,0.36,0.36,9,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,3,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,10,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,20,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,21,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,24,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,27,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,25,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,25,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,24,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,26,0.4,0.4,10,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,21,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,4,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,16,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,23,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,10,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,26,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,29,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,5,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,19,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,22,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,2,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,28,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,9,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.5750000000000001,0.5,0.07500000000000007,19,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.4012936743170762,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,6,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,8,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,4,0.0,0.0,0,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,14,0.0,0.0,0,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,9,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,18,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,19,0.0,0.0,0,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,17,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,8,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,24,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,22,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,12,0.16,0.16666666666666666,4,25,24,0,1,0.0,0.04,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,20,0.04,0.04,1,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,25,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,21,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,7,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,26,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,12,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,28,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,27,0.0,0.0,0,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,29,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,13,0.28,0.28,7,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,15,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,16,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,27,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,1,0.04,0.04,1,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,6,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,0,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,3,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,11,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,4,0.04,0.04,1,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,2,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.6500000000000001,0.5,0.15000000000000013,5,0.32,0.32,8,25,25,0,0,0.0,0.0,False,0.3085375387259867,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,3,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,8,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,23,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,9,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,10,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,0,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,7,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,10,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,1,0.04,0.04,1,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,13,0.24,0.24,6,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,5,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,20,0.04,0.04,1,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.7250000000000001,0.5,0.2250000000000001,11,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.22662735237686804,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,25,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,21,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,24,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,27,0.04,0.04,1,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,26,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,17,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,28,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,22,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,29,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,14,0.04,0.04,1,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,11,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,19,0.04,0.04,1,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,16,0.12,0.12,3,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,15,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,18,0.16,0.16,4,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,12,0.2,0.2,5,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
baseline,pure,normal,0.8,0.5,0.30000000000000004,23,0.08,0.08,2,25,25,0,0,0.0,0.0,False,0.15865525393145702,1.0,1.0,meta-llama/llama-3.3-70b-instruct
